courseTitle,courseLink,enrollments,price,teacherName,designationOrInstitute,category
Brainspotting: Enhance Performance & Heal Trauma,https://www.ofcourse.co.uk/course/brainspotting-enhance-performance--heal-trauma,294,£100,David Grand,Discoverer and Developer of the Internationally Acclaimed Brainspotting Method,neuroscience
Brainspotting: Enhance Performance & Heal Trauma,https://www.ofcourse.co.uk/course/brainspotting-enhance-performance--heal-trauma,294,£100,David Grand,Discoverer and Developer of the Internationally Acclaimed Brainspotting Method,mental-health
Brainspotting: Enhance Performance & Heal Trauma,https://www.ofcourse.co.uk/course/brainspotting-enhance-performance--heal-trauma,294,£100,David Grand,Discoverer and Developer of the Internationally Acclaimed Brainspotting Method,creativity
Brainspotting: Enhance Performance & Heal Trauma,https://www.ofcourse.co.uk/course/brainspotting-enhance-performance--heal-trauma,294,£100,David Grand,Discoverer and Developer of the Internationally Acclaimed Brainspotting Method,latest-releases
Brainspotting: Enhance Performance & Heal Trauma,https://www.ofcourse.co.uk/course/brainspotting-enhance-performance--heal-trauma,294,£100,David Grand,Discoverer and Developer of the Internationally Acclaimed Brainspotting Method,alternative-health
Brainspotting: Enhance Performance & Heal Trauma,https://www.ofcourse.co.uk/course/brainspotting-enhance-performance--heal-trauma,294,£100,David Grand,Discoverer and Developer of the Internationally Acclaimed Brainspotting Method,self-help
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,mindfulness
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,therapies
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,mental-health
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,spiritual
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,bundles
Special Educational Needs & Disabilities (SEND) Bundle,https://www.ofcourse.co.uk/course/special-educational-needs--disabilities-send-bundle,567,£150,Elena Seranova,Renaissance Life Therapies,psychology
Special Educational Needs & Disabilities (SEND) Bundle,https://www.ofcourse.co.uk/course/special-educational-needs--disabilities-send-bundle,567,£150,Elena Seranova,Renaissance Life Therapies,mental-health
Special Educational Needs & Disabilities (SEND) Bundle,https://www.ofcourse.co.uk/course/special-educational-needs--disabilities-send-bundle,567,£150,Elena Seranova,Renaissance Life Therapies,latest-releases
Special Educational Needs & Disabilities (SEND) Bundle,https://www.ofcourse.co.uk/course/special-educational-needs--disabilities-send-bundle,567,£150,Elena Seranova,Renaissance Life Therapies,bundles
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,therapies
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,mental-health
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,productivity
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,spiritual
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,bundles
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,mindfulness
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,psychology
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,coaching
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,cbt
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,mental-health
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,productivity
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,health-fitness
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,communication
Cognitive Psychology Bundle,https://www.ofcourse.co.uk/course/cognitive-psychology-bundle,71,£150,Manuel Kraus,Andy Luttrell,bundles
CBT For Mental Health & Psychological Disorders ,https://www.ofcourse.co.uk/course/cbt-for-mental-health--psychological-disorders-,221,£100,Dan Jones,Accredited Hypnotherapy Trainer & Clinical Supervisor,psychology
CBT For Mental Health & Psychological Disorders ,https://www.ofcourse.co.uk/course/cbt-for-mental-health--psychological-disorders-,221,£100,Dan Jones,Accredited Hypnotherapy Trainer & Clinical Supervisor,mental-health
Special Educational Needs and Disabilities (SEND) Approaches,https://www.ofcourse.co.uk/course/special-educational-needs-and-disabilities-send-approaches,719,£100,Susan Micari,Learning Specialist and Educational Therapist. Author,mental-health
Special Educational Needs and Disabilities (SEND) Approaches,https://www.ofcourse.co.uk/course/special-educational-needs-and-disabilities-send-approaches,719,£100,Susan Micari,Learning Specialist and Educational Therapist. Author,parenting
Depression Counselling Diploma,https://www.ofcourse.co.uk/course/depression-counselling-diploma,302,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",mental-health
Depression Counselling Diploma,https://www.ofcourse.co.uk/course/depression-counselling-diploma,302,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",new-career
Depression Counselling Diploma,https://www.ofcourse.co.uk/course/depression-counselling-diploma,302,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",masterclasses
Depression Counselling Diploma,https://www.ofcourse.co.uk/course/depression-counselling-diploma,302,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",counselling
Become a Psychotherapist ,https://www.ofcourse.co.uk/course/become-a-psychotherapist-,526,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",psychology
Become a Psychotherapist ,https://www.ofcourse.co.uk/course/become-a-psychotherapist-,526,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",mental-health
Become a Psychotherapist ,https://www.ofcourse.co.uk/course/become-a-psychotherapist-,526,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",counselling
British Sign Language: Essential Workplace Phrases,https://www.ofcourse.co.uk/course/british-sign-language-essential-workplace-phrases,121,£100,Rachel Hubbard,CEO & Founder of Deaf Umbrella,mental-health
British Sign Language: Essential Workplace Phrases,https://www.ofcourse.co.uk/course/british-sign-language-essential-workplace-phrases,121,£100,Rachel Hubbard,CEO & Founder of Deaf Umbrella,productivity
British Sign Language: Essential Workplace Phrases,https://www.ofcourse.co.uk/course/british-sign-language-essential-workplace-phrases,121,£100,Rachel Hubbard,CEO & Founder of Deaf Umbrella,languages
British Sign Language: Essential Workplace Phrases,https://www.ofcourse.co.uk/course/british-sign-language-essential-workplace-phrases,121,£100,Rachel Hubbard,CEO & Founder of Deaf Umbrella,communication
British Sign Language: Essential Workplace Phrases,https://www.ofcourse.co.uk/course/british-sign-language-essential-workplace-phrases,121,£100,Rachel Hubbard,CEO & Founder of Deaf Umbrella,teaching
Autism Awareness & Cognition Improvements,https://www.ofcourse.co.uk/course/autism-awareness-cognition-improvements,1135,£100,Elena Seranova,Life Therapy Academy,mental-health
Gestalt Therapy: Personal Transformation ,https://www.ofcourse.co.uk/course/gestalt-therapy-personal-transformation--1,78,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",mental-health
Gestalt Therapy: Personal Transformation ,https://www.ofcourse.co.uk/course/gestalt-therapy-personal-transformation--1,78,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",communication
Dementia Awareness,https://www.ofcourse.co.uk/course/dementia-awareness,219,£100,Olivia Corrie,"Expert carer, teacher and researcher",mental-health
Counselling Bundle,https://www.ofcourse.co.uk/course/counselling-bundle,166,£150,Elmira Strange,Ira Israel,cbt
Counselling Bundle,https://www.ofcourse.co.uk/course/counselling-bundle,166,£150,Elmira Strange,Ira Israel,mental-health
Counselling Bundle,https://www.ofcourse.co.uk/course/counselling-bundle,166,£150,Elmira Strange,Ira Israel,new-career
Counselling Bundle,https://www.ofcourse.co.uk/course/counselling-bundle,166,£150,Elmira Strange,Ira Israel,counselling
How to Increase Energy and Improve Psychological Performance,https://www.ofcourse.co.uk/course/how-to-increase-energy-and-improve-psychological-performance,93,£100,Michael Hetherington,"Author, yoga instructor and a teacher of traditional Oriental medicine.",coaching
How to Increase Energy and Improve Psychological Performance,https://www.ofcourse.co.uk/course/how-to-increase-energy-and-improve-psychological-performance,93,£100,Michael Hetherington,"Author, yoga instructor and a teacher of traditional Oriental medicine.",mental-health
Reiki Practitioner: Master The Symbols,https://www.ofcourse.co.uk/course/reiki-practitioner-master-the-symbols,370,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,coaching
Reiki Practitioner: Master The Symbols,https://www.ofcourse.co.uk/course/reiki-practitioner-master-the-symbols,370,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,mental-health
Reiki Practitioner: Master The Symbols,https://www.ofcourse.co.uk/course/reiki-practitioner-master-the-symbols,370,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,counselling
Aromatherapy & Essential Oils for Stress,https://www.ofcourse.co.uk/course/aromatherapy--essential-oils-for-stress,113,£100,Claudia Elizabeth,Aromatherapy Entrepreneur,coaching
Aromatherapy & Essential Oils for Stress,https://www.ofcourse.co.uk/course/aromatherapy--essential-oils-for-stress,113,£100,Claudia Elizabeth,Aromatherapy Entrepreneur,mental-health
Become A Super Learner: Speed Reading & Memory,https://www.ofcourse.co.uk/course/become-a-super-learner-speed-reading--memory,"Jonathan Levi, Course Teacher",£100,na,na,productivity
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,productivity
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,creativity
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,career-success
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,masterclasses
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,professional-development
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,lifestyle
Mathematics: Beginner to Advanced Level,https://www.ofcourse.co.uk/course/mathematics-beginner-to-advanced-level,629,£100,Matthew and Leah,Engineer and Biomedical Engineer ,all-courses
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",coaching
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",productivity
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",health-fitness
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",career-success
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",spiritual
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",latest-releases
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",professional-development
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",alternative-health
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",goal-setting
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",lifestyle
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,productivity
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,health-fitness
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,new-career
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,career-success
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,latest-releases
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,sport
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,professional-development
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
CTAA Accredited Yoga Teacher Training ,https://www.ofcourse.co.uk/course/ctaa-accredited-yoga-teacher-training-,1024,£100,Karen E. Wells,KEW Training Academy Ltd,self-help
